City,Violent,Nonviolent,Poverty-Families,Poverty-Individuals
"Riverside city, California",738.7357528,3764.385277,11.7,15.8
"Riverton city, Utah",0,0,2.4,2.6
"Riviera Beach city, Florida",1852.38323,13483.18189,19,23
"Roanoke city, Virginia",0,0,12.9,15.9
"Rochester city, Minnesota",311.2868526,2818.40799,4.7,7.8
"Rochester city, New Hampshire",278.7720264,2904.735683,6.3,8.4
"Rochester city, New York",729.6724522,6982.858063,23.4,25.9
"Rochester Hills city, Michigan",0,0,2.3,3.4
"Rock Hill city, South Carolina",0,0,9.7,14
"Rocklin city, California",94.40709484,1942.497497,3.1,4.5
"Rockville city, Maryland",0,0,5.6,7.8
"Rocky Mount city, North Carolina",985.1088202,8415.971199,15.8,20.1
"Rogers city, Arkansas",192.6735281,3343.73933,9.4,12.8
"Rohnert Park city, California",176.2618203,3232.260677,3.2,8
"Rome city, Georgia",1842.902061,8440.083848,15.3,20.3
"Rome city, New York",113.5347972,1637.799841,12,15
"Rosemead city, California",679.9381874,2236.160349,19.4,22.8
"Roseville city, California",297.1919174,3617.105046,3.4,4.9
"Roseville city, Michigan",327.8880497,4336.7098,6.1,7.9
"Roseville city, Minnesota",163.7123179,4694.027323,2.6,4.2
"Roswell city, Georgia",0,0,2.8,5
"Roswell city, New Mexico",1003.75404,6056.651878,18.7,22.6
"Round Rock city, Texas",165.9988552,1964.796795,2.8,4
"Rowlett city, Texas",138.6100755,2241.659497,2.2,3
"Roy city, Utah",259.1985699,2541.337703,4.2,5.5
"Royal Oak city, Michigan",215.0135552,2679.879094,2,4.3
"Sacramento city, California",749.6067991,5824.904165,15.3,20
"Saginaw city, Michigan",1888.86239,5114.873996,24.7,28.5
"Salem city, Massachusetts",246.0617437,3018.695619,6.3,9.7
"Salem city, Oregon",251.9343625,7211.153889,10.5,15
"Salina city, Kansas",0,0,6.7,9.6
"Salinas city, California",999.0816682,4112.701479,12.8,16.7
"Salisbury city, North Carolina",691.4778075,6929.259286,12.2,16
"Salt Lake City city, Utah",724.9728344,8653.980106,10.4,15.3
"Sammamish city, Washington",45.46487838,1659.468061,1.6,2
"San Angelo city, Texas",372.5490196,4851.851852,11.6,15.7
"San Antonio city, Texas",662.6223354,6571.256201,14,17.3
"San Bernardino city, California",1089.788413,5058.400021,23.5,27.6
"San Bruno city, California",196.5685442,2191.375252,3.1,4.4
"San Buenaventura (Ventura) city, California",0,0,6.4,9
"San Carlos city, California",151.0627086,1721.412261,1.4,2.7
"San Clemente city, California",209.9932061,1488.481255,4.6,7.6
"San Diego city, California",565.5018592,3095.964718,10.6,14.6
"San Dimas city, California",376.0131465,1690.666518,3.6,6.3
"San Francisco city, California",851.6063768,4674.728034,7.8,11.3
"San Gabriel city, California",466.2970831,1961.038288,12.5,15.9
"San Jose city, California",554.5602679,2012.081492,6,8.8
"San Juan Capistrano city, California",166.4149897,1580.942402,6.6,10.7
"San Juan city, Texas",0,0,32.7,34.4
"San Leandro city, California",651.6356054,4493.679135,4.5,6.4
"San Luis Obispo city, California",305.7196961,4444.343045,7.1,26.6
"San Marcos city, California",389.4876158,2344.488561,7.8,12
"San Marcos city, Texas",429.2049038,3319.816936,13.8,28.5
"San Mateo city, California",365.6287642,2292.908081,3.6,6.1
"San Pablo city, California",1691.224505,6441.895913,15.5,18.1
"San Rafael city, California",483.0825266,3034.601744,5.6,10.2
"San Ramon city, California",185.3706347,1941.064922,1.4,2
"Sandusky city, Ohio",709.9499485,6641.581768,12.2,15.3
"Sandy city, Utah",117.9830516,2762.301606,2.8,3.8
"Sanford city, Florida",1481.556908,8924.980271,13.2,17.8
"Santa Ana city, California",578.6692821,2728.193122,16.1,19.8
"Santa Barbara city, California",517.1182001,2874.768941,7.7,13.4
"Santa Clara city, California",285.5997105,2766.991716,4.5,7.8
"Santa Clarita city, California",244.8436655,1714.636535,4.7,6.4
"Santa Cruz city, California",994.8065248,4425.426084,6.6,16.5
"Santa Fe city, New Mexico",557.5951638,6226.019267,9.5,12.3
"Santa Maria city, California",439.6414795,3100.181529,15.5,19.7
"Santa Monica city, California",689.7218552,4346.751754,5.4,10.4
"Santa Paula city, California",382.6391167,2328.632338,12.2,14.7
"Santa Rosa city, California",390.2815603,3390.303004,5.1,8.5
"Santee city, California",283.8605028,1936.334144,3.8,5.4
"Sarasota city, Florida",1130.585409,6837.52724,12.4,16.7
"Saratoga city, California",137.9219756,978.5892552,1.8,2.8
"Saratoga Springs city, New York",104.1899233,2720.101213,5.5,8.8
"Savannah city, Georgia",1039.065942,7106.770451,17.7,21.8
"Sayreville borough, New Jersey",235.524041,2011.976648,3.4,4.7
"Schenectady city, New York",728.8330783,4283.077506,16.8,20.8
"Scottsdale city, Arizona",265.9710739,4067.354496,3.4,5.8
"Scranton city, Pennsylvania",0,0,10.7,15
"Seaside city, California",878.4924381,2239.29445,9.3,12.1
"SeaTac city, Washington",0,0,9.8,11.5
"Seattle city, Washington",787.8110199,7448.477741,6.9,11.8
"Shaker Heights city, Ohio",206.7274001,2515.767344,5.3,6.9
"Shawnee city, Kansas",0,0,2.2,3.3
"Shawnee city, Oklahoma",292.1637508,5697.193141,13.8,17.8
"Sheboygan city, Wisconsin",171.8450629,4432.417485,6.2,8.3
"Shelton city, Connecticut",85.63800312,1493.627525,2.5,3.2
"Sherman city, Texas",558.0766087,5580.766087,9.6,13.3
"Shoreline city, Washington",240.1545995,2968.160753,4.4,6.9
"Shoreview city, Minnesota",0,0,1.3,2.1
"Shreveport city, Louisiana",978.8669159,7926.9948,18.7,22.8
"Sierra Vista city, Arizona",232.4230099,3767.189618,8,10.5
"Simi Valley city, California",114.7741775,1326.755231,3.9,5.8
"Sioux City city, Iowa",561.0396989,6006.912388,7.9,11.2
"Sioux Falls city, South Dakota",333.6744968,3233.563827,5.6,8.4
"Slidell city, Louisiana",612.8334535,7577.505407,9.5,11.8
"Smyrna city, Georgia",434.211855,5998.182369,6.7,8.9
"Smyrna town, Tennessee",409.8674634,4742.204857,6.7,8.8
"Socorro city, Texas",132.6861971,1833.164566,30.9,32.6
"Somerville city, Massachusetts",217.2396087,2479.164747,8.4,12.5
"South Bend city, Indiana",787.3004584,7605.302671,13.6,16.7
"South Gate city, California",865.7294348,2604.888566,17.4,19.2
"South Jordan city, Utah",108.9621357,2128.166712,0.9,1.7
"South San Francisco city, California",251.8474335,2589.720648,3.5,5.2
"Southaven city, Mississippi",255.2467385,6753.40329,5.3,6.7
"Southfield city, Michigan",977.5404763,6237.133256,5.8,7.4
"Southgate city, Michigan",330.0531752,3554.18373,2.6,4.6
"Sparks city, Nevada",395.4460378,4340.055447,6.5,8
"Spartanburg city, South Carolina",2293.763533,9541.485236,19.4,23.3
"Spokane city, Washington",653.8302585,7991.670817,11.1,15.9
"Spring Valley village, New York",1124.37595,3095.289776,15.2,18.7
"Springdale city, Arkansas",238.9324678,3421.693265,8.8,12.5
"Springfield city, Massachusetts",1824.764472,6352.981594,19.3,23.1
"Springfield city, Missouri",576.7952925,8569.040752,9.9,15.9
"Springfield city, Ohio",1281.348916,7923.971269,13.5,16.9
"Springfield city, Oregon",175.7267831,8257.24873,14.8,17.9
"St. Charles city, Missouri",123.6583074,2913.389722,4.6,6.3
"St. Clair Shores city, Michigan",230.9047822,2216.382087,2.6,3.7
"St. Cloud city, Minnesota",185.4605604,1994.954136,5,13.1
"St. George city, Utah",0,0,7.4,11.6
"St. Joseph city, Missouri",314.6465143,5201.50019,9.1,13
"St. Louis city, Missouri",2322.450747,12501.02427,20.8,24.6
"St. Louis Park city, Minnesota",169.1970002,3367.934882,3,5.2
"St. Paul city, Minnesota",906.655755,6185.56701,11.7,15.6
"St. Peters city, Missouri",197.6616257,3073.07886,1.5,2.7
"St. Petersburg city, Florida",1623.457735,6598.193203,9.2,13.3
"Stamford city, Connecticut",249.6238247,2416.21946,5.4,7.9
"Stanton city, California",433.564371,2574.841469,13.4,18
"State College borough, Pennsylvania",97.71497294,2602.600722,9.7,46.9
"Sterling Heights city, Michigan",203.9613111,2677.788932,4,5.2
"Stillwater city, Oklahoma",278.4528149,2979.445119,12.6,27.3
"Stockton city, California",1186.94362,5542.132105,18.9,23.9
"Stow city, Ohio",83.2357112,2293.606264,2.9,4
"Strongsville city, Ohio",76.58859571,1929.538492,1.3,2.2
"Suffolk city, Virginia",516.9003955,3820.568141,10.8,13.2
"Sugar Land city, Texas",133.4269663,2391.853933,3.2,3.8
"Suisun City city, California",241.2849323,1865.456641,4.6,6.5
"Summerville town, South Carolina",0,0,6.1,9.2
"Sumter city, South Carolina",0,0,13,16.6
"Sunnyvale city, California",146.7932214,1880.644046,3.7,5.4
"Sunrise city, Florida",419.9698542,5068.403309,7.3,9.7
"Superior city, Wisconsin",200.5084321,5120.126034,9.6,13.4
"Surprise city, Arizona",463.9414403,4139.388628,5.6,8.7
"Syracuse city, New York",996.7137107,4817.980333,21.7,27.3
"Tacoma city, Washington",1300.399288,8793.021136,11.4,15.9
"Tallahassee city, Florida",1268.648931,7474.178404,12.6,24.7
"Tamarac city, Florida",289.9165606,2045.325979,6.1,8.9
"Tampa city, Florida",2073.456443,8866.04906,14,18.1
"Taunton city, Massachusetts",468.8387085,2582.275699,8,10
"Taylor city, Michigan",518.0918786,4752.390663,8.9,10.8
"Taylorsville city, Utah",0,0,4.5,5.9
"Temecula city, California",429.5066928,3561.152579,5.6,6.7
"Tempe city, Arizona",543.0105437,7900.858934,7.5,14.3
"Temple City city, California",287.5999031,1389.561637,7.2,9.3
"Temple city, Texas",326.2312002,4714.685933,10.8,13.9
"Terre Haute city, Indiana",254.2545886,9286.788041,14.8,19.2
"Texarkana city, Arkansas",858.4032111,6942.733378,17.2,21.7
"Texarkana city, Texas",940.8682189,6645.626154,19.4,24
"Texas City city, Texas",976.9933817,7127.099185,12,14.9
"The Colony city, Texas",126.0987279,4020.324148,1.6,2.8
"Thornton city, Colorado",506.8183476,4928.413428,4,5.2
"Thousand Oaks city, California",150.2401379,1442.469521,3.2,5
"Tigard city, Oregon",235.8909321,5841.471148,5,6.6
"Titusville city, Florida",793.4883932,3346.747607,9.3,12.4
"Toledo city, Ohio",766.2933938,6968.440303,14.2,17.9
"Topeka city, Kansas",1013.151949,9337.170309,8.5,12.4
"Torrance city, California",327.3587429,2732.213508,4.5,6.4
"Torrington city, Connecticut",339.9749199,2547.025219,4.5,7.4
"Tracy city, California",229.7551789,3450.094162,5.2,7
"Trenton city, New Jersey",1575.579662,5727.816893,17.6,21.1
"Trotwood city, Ohio",740.2968238,6162.089752,13.6,15.3
"Troy city, Michigan",131.7886863,2910.647271,1.7,2.7
"Troy city, New York",554.3590224,3665.137185,14.3,19.1
"Tucson city, Arizona",906.601303,7980.76616,13.7,18.4
"Tulare city, California",889.0237073,4769.460519,16.9,20.7
"Tulsa city, Oklahoma",1124.962382,5723.510719,10.9,14.1
"Tupelo city, Mississippi",288.1463466,5440.414508,10.2,12.7
"Turlock city, California",554.3320019,5315.614618,12.4,16.2
"Tuscaloosa city, Alabama",1041.810882,11891.41169,14.2,23.6
"Tustin city, California",347.5132985,2897.468335,5.8,8.5
"Twentynine Palms city, California",438.4762949,2850.095917,13.6,16.8
"Twin Falls city, Idaho",456.6724925,5745.052715,9.8,14.1
"Tyler city, Texas",731.8779897,6451.538894,13,16.8
"Union City city, California",506.9746068,3003.305712,4.8,6.5
"Union City city, New Jersey",545.5379752,3567.24053,18.6,21.4
"University City city, Missouri",402.8624437,6109.196926,9.5,14.7
"University Place city, Washington",552.076772,4198.006595,6,7.3
"Upland city, California",440.1547734,3577.336344,9.1,12
"Upper Arlington city, Ohio",100.5562015,2105.395469,1.7,2.4
"Urbandale city, Iowa",83.74917123,2728.827163,2.5,3.7
"Utica city, New York",468.4337664,4095.123066,19.8,24.5
"Vacaville city, California",392.1524309,2157.403431,4.3,6.1
"Valdosta city, Georgia",0,0,18.8,24.7
"Vallejo city, California",1111.330083,4946.575612,7.7,10.1
"Valley Stream village, New York",0,0,2.4,3.5
"Valparaiso city, Indiana",93.95100094,2825.757028,4.8,9.1
"Vancouver city, Washington",487.7246371,5862.565284,9.4,12.2
"Vestavia Hills city, Alabama",61.96883853,1496.104816,2.2,3.1
"Vicksburg city, Mississippi",980.9888654,5821.488669,19.3,23
"Victoria city, Texas",688.6344161,5080.626315,12.2,14.7
"Victorville city, California",460.1760069,4280.610046,15.3,18.7
"Vineland city, New Jersey",709.7653928,4651.935247,9.8,13.8
"Virginia Beach city, Virginia",209.6628594,3751.083594,5.1,6.5
"Visalia city, California",828.5967176,4520.490973,12.9,16.8
"Vista city, California",419.5570812,2752.151422,10,14.2
"Waco city, Texas",830.8752536,7437.130734,19.3,26.3
"Walla Walla city, Washington",592.1564647,5752.377085,13.1,18
"Walnut city, California",214.1394079,1415.182174,5.8,6.5
"Walnut Creek city, California",193.0126431,3167.502057,1.7,3.7
"Waltham city, Massachusetts",51.42241022,1638.881977,3.6,7
"Warner Robins city, Georgia",518.0848195,5962.790339,11,13.2
"Warren city, Michigan",0,0,5.2,7.4
"Warren city, Ohio",0,0,16.2,19.4
"Warwick city, Rhode Island",190.1718298,2945.975446,4.2,5.9
"Washington city, District of Columbia",1507.886424,5768.635753,16.7,20.2
"Waterbury city, Connecticut",0,0,12.7,16
"Waterloo city, Iowa",501.2022609,5628.766824,10,13.7
"Watertown city, Massachusetts",210.9196095,2027.841388,4.5,6.3
"Watertown city, New York",272.5747833,2977.355326,14.4,19.3
"Watsonville city, California",806.0868871,4224.640187,15.4,19.1
"Waukesha city, Wisconsin",102.1276596,2062.669246,3,5.4
"Wausau city, Wisconsin",274.5348899,3814.169199,7.2,11.4
"Wauwatosa city, Wisconsin",301.8282166,5103.052777,2.3,3.8
"Wellington village, Florida",354.7536996,3716.467329,2.9,4.3
"Wenatchee city, Washington",434.3534057,7230.009872,10.6,15.3
"Weslaco city, Texas",370.3817074,6584.223576,26.5,30.9
"West Allis city, Wisconsin",263.9741305,4076.750478,4.6,6.5
"West Bend city, Wisconsin",33.64511137,2910.302133,3.4,5
"West Covina city, California",378.2991202,3862.170088,6.8,9
"West Des Moines city, Iowa",144.9880275,3721.359373,2.8,4.5
"West Haven city, Connecticut",138.1499113,3461.215346,6.6,8.8
"West Hollywood city, California",981.3966029,4335.400377,7.3,11.5
"West Jordan city, Utah",181.5546348,3789.220926,4.1,5.2
"West Lafayette city, Indiana",125.3616201,1918.997107,9.5,38.3
"West Memphis city, Arkansas",1142.654365,4481.902058,23.7,28.3
"West New York town, New Jersey",397.858441,2942.18773,16.1,18.9
"West Palm Beach city, Florida",1486.358667,12512.43751,14.5,18.9
"West Sacramento city, California",1296.224463,4108.482027,17.2,22.3
"West Valley City city, Utah",456.8160294,6168.873373,6.7,8.7
"Westerville city, Ohio",66.49512851,2810.141953,2.5,3.5
"Westfield city, Massachusetts",0,2053.058903,6.9,11.3
"Westfield town, New Jersey",42.99083964,1213.664473,1.7,2.7
"Westlake city, Ohio",80.47480133,1482.077591,1.3,2.5
"Westland city, Michigan",283.8330097,3026.786022,4.7,6.8
"Westminster city, California",374.1612646,3110.42875,10.7,13.5
"Westminster city, Colorado",0,0,3.1,4.7
"Weston city, Florida",639.5395315,4756.575266,3.9,5
"Wheat Ridge city, Colorado",439.4086815,5596.183422,5.9,8.9
"Wheeling city, West Virginia",0,0,13.1,18
"White Plains city, New York",368.3698204,4174.221747,6.5,9.8
"Whittier city, California",303.215552,2618.902066,7.8,10.5
"Wichita city, Kansas",612.2262854,5762.752753,8.4,11.2
"Wichita Falls city, Texas",569.4572664,5524.5129,10.8,13.9
"Wildwood city, Missouri",0,0,1.6,2.2
"Wilkes-Barre city, Pennsylvania",0,0,12.1,17.8
"Williamsport city, Pennsylvania",0,0,13.7,21.5
"Wilmington city, Delaware",0,7342.99127,16.8,21.3
"Wilmington city, North Carolina",1096.804265,10507.76357,13.3,19.6
"Wilson city, North Carolina",806.321561,6229.410003,16.5,21.6
"Winona city, Minnesota",217.7463255,3954.428805,6.5,17.3
"Winston-Salem city, North Carolina",1360.544218,8113.50309,11.3,15.2
"Winter Haven city, Florida",690.989497,6267.274737,10.5,15
"Winter Park city, Florida",307.9876805,3935.842566,5,7.8
"Winter Springs city, Florida",203.0620467,1924.254633,3.3,4.2
"Woburn city, Massachusetts",176.7473293,2167.754009,4.5,6.1
"Woodbury city, Minnesota",85.15283843,2181.222707,0.8,1.7
"Woodland city, California",574.3048472,2326.045501,9.2,11.9
"Woonsocket city, Rhode Island",351.5018716,2428.558386,16.7,19.4
"Worcester city, Massachusetts",865.9268269,4270.858187,14.1,17.9
"Wyandotte city, Michigan",156.838143,2556.461731,4.7,6.2
"Wyoming city, Michigan",369.6328028,3388.300692,5.1,7.3
"Yakima city, Washington",506.6156458,8435.958932,17.1,22.4
"Yonkers city, New York",491.3278875,2353.46559,13,15.5
"Yorba Linda city, California",214.6905142,1284.985871,2.5,3
"York city, Pennsylvania",0,0,20,23.8
"Youngstown city, Ohio",1158.55558,6384.63566,20.4,24.8
"Yuba City city, California",504.2948185,5159.323912,14.5,18.1
"Yucaipa city, California",180.8887141,2086.774151,8.8,11.2
"Yuma city, Arizona",0,0,12.1,14.7
"Zanesville city, Ohio",0,0,19.3,22.4
